epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,10269.6,0.14106,0.10087,0.00235,0.98997,0.99649,0.99454,0.99434,0.04703,0.03919,0.00114,8.84289e-05,8.84289e-05,8.84289e-05
179,10318.8,0.13899,0.09782,0.0023,0.99165,0.99747,0.9946,0.9944,0.04719,0.03453,0.00112,8.48946e-05,8.48946e-05,8.48946e-05
180,10381.7,0.14092,0.10785,0.00231,0.99044,0.99205,0.99461,0.9942,0.04697,0.03567,0.00113,8.13603e-05,8.13603e-05,8.13603e-05
181,10442.5,0.13654,0.09891,0.00221,0.98802,0.99765,0.99466,0.99426,0.04656,0.03386,0.00111,7.7826e-05,7.7826e-05,7.7826e-05
182,10492.3,0.13921,0.09731,0.0023,0.99594,0.99806,0.99471,0.99451,0.04625,0.03126,0.0011,7.42917e-05,7.42917e-05,7.42917e-05
183,10542.1,0.13778,0.10248,0.00225,0.99531,0.99734,0.99438,0.99418,0.04597,0.02789,0.0011,7.07574e-05,7.07574e-05,7.07574e-05
184,10604.6,0.13517,0.0958,0.00219,0.99382,0.99609,0.99455,0.99434,0.0472,0.03923,0.00112,6.72231e-05,6.72231e-05,6.72231e-05
185,10666.6,0.13379,0.09993,0.00217,0.9909,0.99749,0.99443,0.99422,0.04633,0.03922,0.0011,6.36888e-05,6.36888e-05,6.36888e-05
186,10716,0.13356,0.09283,0.00218,0.99136,0.99563,0.9945,0.9943,0.0466,0.03601,0.00111,6.01545e-05,6.01545e-05,6.01545e-05
187,10765.1,0.13486,0.10216,0.00219,0.99446,0.9993,0.9945,0.9943,0.04604,0.03291,0.00111,5.66202e-05,5.66202e-05,5.66202e-05
188,10828.3,0.13574,0.10042,0.00221,0.99398,0.99834,0.9945,0.9943,0.046,0.03496,0.0011,5.30859e-05,5.30859e-05,5.30859e-05
189,10889.4,0.13482,0.0981,0.00223,0.9926,0.99714,0.99443,0.99422,0.04618,0.03629,0.0011,4.95516e-05,4.95516e-05,4.95516e-05
190,10938.7,0.12656,0.09366,0.00207,0.98224,0.99722,0.99451,0.9943,0.0461,0.04199,0.0011,4.60173e-05,4.60173e-05,4.60173e-05
191,11008.4,0.06175,0.04789,0.00147,0.99361,0.9945,0.99471,0.99448,0.04558,0.03823,0.00108,4.2483e-05,4.2483e-05,4.2483e-05
192,11057.3,0.06022,0.05201,0.00142,0.99444,0.99594,0.99479,0.99459,0.04585,0.03707,0.00109,3.89487e-05,3.89487e-05,3.89487e-05
193,11121.2,0.05938,0.04595,0.00138,0.99487,0.99313,0.99467,0.99444,0.04662,0.04132,0.0011,3.54144e-05,3.54144e-05,3.54144e-05
194,11182.7,0.05761,0.04439,0.00131,0.99363,0.99572,0.99466,0.99443,0.0462,0.03865,0.0011,3.18801e-05,3.18801e-05,3.18801e-05
195,11231.4,0.05601,0.04267,0.00128,0.99423,0.99602,0.99479,0.99457,0.04672,0.03911,0.00109,2.83458e-05,2.83458e-05,2.83458e-05
196,11280.2,0.05466,0.04396,0.00125,0.99212,0.99666,0.9949,0.99468,0.04631,0.03713,0.00109,2.48115e-05,2.48115e-05,2.48115e-05
197,11360.5,0.0545,0.04254,0.00124,0.99085,0.99735,0.99479,0.99456,0.04637,0.03816,0.00109,2.12772e-05,2.12772e-05,2.12772e-05
198,11422.2,0.05284,0.04344,0.00119,0.98859,0.99474,0.99469,0.99446,0.04557,0.04244,0.00108,1.77429e-05,1.77429e-05,1.77429e-05
199,11470.8,0.05332,0.04336,0.00122,0.98955,0.99525,0.99467,0.99444,0.0462,0.03985,0.0011,1.42086e-05,1.42086e-05,1.42086e-05
200,11519.6,0.05288,0.04144,0.0012,0.99151,0.99633,0.99479,0.99456,0.04602,0.03799,0.00109,1.06743e-05,1.06743e-05,1.06743e-05
