epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
103,5942.94,0.23182,0.1715,0.00397,0.98689,0.99005,0.99363,0.99302,0.06779,0.05418,0.00163,0.000353501,0.000353501,0.000353501
104,6005.98,0.22769,0.17179,0.00381,0.98945,0.98754,0.99398,0.99334,0.06681,0.06612,0.00164,0.000349967,0.000349967,0.000349967
105,6067.82,0.2227,0.15415,0.00374,0.99001,0.98656,0.9939,0.9935,0.06121,0.06631,0.00149,0.000346433,0.000346433,0.000346433
106,6117.04,0.23042,0.16353,0.00386,0.99086,0.98624,0.99316,0.99257,0.06691,0.05992,0.00164,0.000342899,0.000342899,0.000342899
107,6166.39,0.22723,0.1622,0.00384,0.98788,0.99292,0.99372,0.99313,0.06867,0.05404,0.0017,0.000339364,0.000339364,0.000339364
108,6229.74,0.22365,0.15608,0.00373,0.98599,0.991,0.99271,0.9923,0.06489,0.06072,0.00163,0.00033583,0.00033583,0.00033583
109,6291.27,0.21988,0.14987,0.00364,0.99087,0.98957,0.99322,0.99263,0.0644,0.05652,0.00157,0.000332296,0.000332296,0.000332296
110,6340.82,0.22258,0.1575,0.00373,0.99235,0.98639,0.99325,0.99241,0.07033,0.06141,0.00176,0.000328761,0.000328761,0.000328761
111,6390.3,0.22977,0.15381,0.00393,0.98924,0.98651,0.99246,0.99196,0.06726,0.05993,0.00171,0.000325227,0.000325227,0.000325227
112,6439.56,0.22468,0.15893,0.00376,0.98951,0.99051,0.99326,0.99239,0.06123,0.0577,0.00155,0.000321693,0.000321693,0.000321693
113,6500.57,0.22008,0.1547,0.0037,0.9892,0.98876,0.99283,0.99243,0.05978,0.05265,0.00147,0.000318158,0.000318158,0.000318158
114,6562.83,0.21806,0.14972,0.00366,0.99029,0.98913,0.99257,0.99219,0.06065,0.05763,0.00148,0.000314624,0.000314624,0.000314624
115,6612.43,0.22216,0.15599,0.00375,0.98792,0.99223,0.9923,0.99166,0.06244,0.05713,0.00154,0.00031109,0.00031109,0.00031109
116,6673.89,0.21407,0.15301,0.00363,0.98442,0.9945,0.99372,0.9933,0.06316,0.05357,0.00154,0.000307555,0.000307555,0.000307555
117,6734.71,0.21728,0.15314,0.00359,0.99169,0.99325,0.99347,0.99282,0.06064,0.0517,0.00147,0.000304021,0.000304021,0.000304021
118,6783.97,0.20915,0.14061,0.00353,0.99168,0.98953,0.9932,0.99254,0.06292,0.05779,0.00152,0.000300487,0.000300487,0.000300487
119,6833.4,0.20704,0.15833,0.0035,0.99186,0.98825,0.99352,0.99294,0.05976,0.05068,0.00148,0.000296953,0.000296953,0.000296953
120,6895.51,0.20448,0.14754,0.00333,0.98686,0.99261,0.99424,0.99384,0.06038,0.04598,0.00149,0.000293418,0.000293418,0.000293418
121,6958.73,0.20408,0.14293,0.00339,0.99188,0.98765,0.99342,0.99282,0.06008,0.05526,0.00149,0.000289884,0.000289884,0.000289884
122,7007.66,0.21948,0.14756,0.00368,0.98702,0.99601,0.9945,0.99371,0.06317,0.05281,0.00151,0.00028635,0.00028635,0.00028635
123,7056.92,0.2066,0.14145,0.00354,0.99067,0.99244,0.99387,0.99363,0.05718,0.04998,0.00138,0.000282815,0.000282815,0.000282815
124,7135.66,0.20789,0.15323,0.00346,0.98883,0.98776,0.99324,0.99304,0.05839,0.05915,0.00143,0.000279281,0.000279281,0.000279281
125,7216.95,0.20735,0.15085,0.00347,0.98735,0.99501,0.99374,0.99333,0.05507,0.0482,0.00132,0.000275747,0.000275747,0.000275747
126,7266.28,0.20593,0.1332,0.00347,0.98513,0.9925,0.99412,0.99354,0.0608,0.0537,0.00151,0.000272212,0.000272212,0.000272212
127,7315.76,0.20779,0.13536,0.00345,0.98961,0.99507,0.99443,0.99403,0.05949,0.04805,0.00142,0.000268678,0.000268678,0.000268678
128,7377.41,0.20032,0.1364,0.00342,0.98699,0.99662,0.99214,0.99193,0.05579,0.05273,0.00135,0.000265144,0.000265144,0.000265144
129,7439.18,0.1992,0.12662,0.00331,0.98894,0.9929,0.99379,0.99339,0.05412,0.0466,0.00131,0.00026161,0.00026161,0.00026161
130,7488.48,0.19635,0.13372,0.00322,0.99173,0.99394,0.99425,0.994,0.05365,0.04873,0.00128,0.000258075,0.000258075,0.000258075
131,7537.92,0.18941,0.12657,0.00317,0.98666,0.99108,0.99295,0.9927,0.05274,0.04161,0.00125,0.000254541,0.000254541,0.000254541
132,7599.82,0.19193,0.13832,0.00321,0.98853,0.99497,0.99395,0.99355,0.0521,0.05498,0.00125,0.000251007,0.000251007,0.000251007
133,7661.44,0.1941,0.13475,0.00331,0.99121,0.99489,0.9938,0.9934,0.0538,0.05038,0.00129,0.000247472,0.000247472,0.000247472
134,7710.43,0.19141,0.13748,0.00321,0.98895,0.99187,0.99373,0.99312,0.05337,0.05095,0.00129,0.000243938,0.000243938,0.000243938
