epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
110,2562.87,0.25927,0.17302,0.00444,0.99681,0.99338,0.99495,0.99408,0.08337,0.04786,0.00204,0.000200348,0.000200348,0.000200348
111,2585.68,0.24475,0.16287,0.00413,0.9952,0.99094,0.99488,0.99399,0.07885,0.04814,0.00191,0.000195636,0.000195636,0.000195636
112,2608.62,0.25296,0.15732,0.00441,0.99369,0.99535,0.9949,0.99446,0.08169,0.04997,0.00198,0.000190924,0.000190924,0.000190924
113,2631.39,0.24722,0.16128,0.00427,0.99385,0.99428,0.99492,0.99449,0.08235,0.04599,0.00198,0.000186211,0.000186211,0.000186211
114,2654.32,0.23905,0.14755,0.00409,0.99223,0.99848,0.99489,0.99423,0.078,0.04357,0.00187,0.000181499,0.000181499,0.000181499
115,2677.3,0.24547,0.15515,0.00418,0.99546,0.99422,0.99491,0.99449,0.07387,0.04582,0.00176,0.000176786,0.000176786,0.000176786
116,2700.15,0.23624,0.15117,0.00421,0.99002,0.99364,0.99487,0.99432,0.07795,0.05054,0.0019,0.000172074,0.000172074,0.000172074
117,2722.86,0.24323,0.15444,0.00424,0.99411,0.9967,0.99492,0.99429,0.08033,0.04632,0.00191,0.000167362,0.000167362,0.000167362
118,2745.81,0.23495,0.1489,0.00397,0.99246,0.99202,0.99489,0.99446,0.07444,0.04629,0.00181,0.000162649,0.000162649,0.000162649
119,2768.93,0.23634,0.14698,0.00403,0.99526,0.98994,0.99489,0.99443,0.08035,0.04989,0.00193,0.000157937,0.000157937,0.000157937
120,2791.92,0.23152,0.14871,0.00405,0.99231,0.99576,0.99489,0.99446,0.0708,0.04447,0.00168,0.000153224,0.000153224,0.000153224
121,2814.86,0.2401,0.14435,0.00409,0.99553,0.99003,0.99486,0.99442,0.07331,0.04882,0.00173,0.000148512,0.000148512,0.000148512
122,2837.81,0.23142,0.14596,0.00403,0.99151,0.9976,0.99495,0.99451,0.07212,0.04565,0.00167,0.0001438,0.0001438,0.0001438
123,2860.77,0.22281,0.1413,0.00374,0.99709,0.99413,0.99494,0.99448,0.06826,0.044,0.00162,0.000139087,0.000139087,0.000139087
124,2883.63,0.23558,0.14676,0.004,0.99574,0.99361,0.99491,0.99446,0.07019,0.04219,0.00168,0.000134375,0.000134375,0.000134375
125,2906.59,0.22649,0.14345,0.00394,0.99768,0.99665,0.99498,0.99456,0.07133,0.04021,0.0017,0.000129662,0.000129662,0.000129662
126,2929.68,0.22057,0.14095,0.0039,0.99647,0.98782,0.99485,0.99442,0.06913,0.04446,0.00161,0.00012495,0.00012495,0.00012495
127,2952.51,0.22362,0.14352,0.00383,0.99293,0.99548,0.9949,0.99445,0.06562,0.04502,0.00155,0.000120238,0.000120238,0.000120238
128,2975.59,0.21697,0.13696,0.00379,0.99043,0.99806,0.99495,0.99451,0.06903,0.04565,0.00163,0.000115525,0.000115525,0.000115525
129,2998.37,0.21682,0.13314,0.0037,0.99592,0.99332,0.99493,0.9945,0.06476,0.0401,0.00152,0.000110813,0.000110813,0.000110813
130,3021.34,0.21145,0.13231,0.00357,0.99383,0.99381,0.99496,0.99452,0.0689,0.0403,0.00161,0.0001061,0.0001061,0.0001061
131,3044.17,0.2046,0.12146,0.00359,0.99685,0.99219,0.99495,0.99453,0.06297,0.03893,0.00149,0.000101388,0.000101388,0.000101388
132,3067.09,0.21238,0.13264,0.00368,0.993,0.99852,0.99498,0.99455,0.06817,0.03734,0.00163,9.66756e-05,9.66756e-05,9.66756e-05
133,3090.25,0.20654,0.12603,0.00345,0.9918,0.99616,0.99496,0.99453,0.06811,0.041,0.00157,9.19632e-05,9.19632e-05,9.19632e-05
134,3113.15,0.21715,0.13171,0.00372,0.99675,0.99302,0.99495,0.99452,0.06712,0.03613,0.00159,8.72508e-05,8.72508e-05,8.72508e-05
135,3136.26,0.20374,0.11978,0.00353,0.99622,0.9934,0.99495,0.99452,0.06164,0.03635,0.00145,8.25384e-05,8.25384e-05,8.25384e-05
136,3159.21,0.21323,0.13258,0.00347,0.99434,0.99616,0.99498,0.99456,0.06515,0.03809,0.00152,7.7826e-05,7.7826e-05,7.7826e-05
137,3182.32,0.20745,0.13759,0.00349,0.99772,0.99318,0.99494,0.99453,0.06279,0.03741,0.00148,7.31136e-05,7.31136e-05,7.31136e-05
138,3205.33,0.21115,0.13736,0.00364,0.99259,0.99706,0.99493,0.99452,0.06275,0.03765,0.00147,6.84012e-05,6.84012e-05,6.84012e-05
139,3228.07,0.21787,0.12837,0.00372,0.998,0.99119,0.99493,0.99451,0.06119,0.03592,0.00142,6.36888e-05,6.36888e-05,6.36888e-05
140,3251.14,0.19616,0.1224,0.00343,0.99801,0.9961,0.99498,0.99456,0.06204,0.03455,0.00145,5.89764e-05,5.89764e-05,5.89764e-05
141,3296.07,0.08661,0.0471,0.00202,0.99801,0.99515,0.99498,0.99458,0.06253,0.03487,0.0015,5.4264e-05,5.4264e-05,5.4264e-05
142,3319.33,0.08184,0.04488,0.0019,0.99426,0.99703,0.99491,0.99451,0.06339,0.04024,0.00147,4.95516e-05,4.95516e-05,4.95516e-05
143,3342.11,0.08161,0.04815,0.00191,0.99725,0.99771,0.99499,0.99459,0.06203,0.03608,0.00142,4.48392e-05,4.48392e-05,4.48392e-05
144,3364.92,0.08001,0.05098,0.00188,0.99559,0.99715,0.99496,0.99456,0.06213,0.03353,0.00145,4.01268e-05,4.01268e-05,4.01268e-05
145,3387.77,0.07706,0.03813,0.00175,0.99565,0.99492,0.99499,0.99459,0.0632,0.03588,0.00144,3.54144e-05,3.54144e-05,3.54144e-05
146,3410.67,0.07962,0.04194,0.00185,0.99698,0.99612,0.99496,0.99456,0.06228,0.03659,0.00146,3.0702e-05,3.0702e-05,3.0702e-05
147,3433.16,0.08023,0.04393,0.00188,0.99547,0.99591,0.99496,0.99456,0.06435,0.0379,0.00148,2.59896e-05,2.59896e-05,2.59896e-05
148,3456.01,0.07247,0.04091,0.00161,0.99846,0.99703,0.99499,0.99458,0.06385,0.03354,0.00146,2.12772e-05,2.12772e-05,2.12772e-05
149,3478.74,0.07012,0.04002,0.00156,0.9924,0.99854,0.99497,0.99456,0.05886,0.0349,0.00135,1.65648e-05,1.65648e-05,1.65648e-05
150,3501.61,0.07151,0.03938,0.00161,0.99706,0.99469,0.99494,0.99453,0.05903,0.0349,0.00136,1.18524e-05,1.18524e-05,1.18524e-05
